Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Public Safety,Part I Crimes,Part I Violent Crimes,2012,,"Census Tract 9800.22, Los Angeles County, California",980022,Granada Hills,1400000US06037980022,"(34.3001055, -118.485019)",Part_I_Violent_Crimes_2012_1400000US06037980022,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,14.170482,"Census Tract 1380, Los Angeles County, California",138000,Woodland Hills,1400000US06037138000,"(34.1469275, -118.5914025)",Part_I_Property_Crimes_2016_1400000US06037138000,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.2486993,"Census Tract 1221.20, Los Angeles County, California",122120,Sun Valley,1400000US06037122120,"(34.21116, -118.371144)",Part_I_Violent_Crimes_2012_1400000US06037122120,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,1.1225145,"Census Tract 4033.21, Los Angeles County, California",403321,Diamond Bar,1400000US06037403321,"(34.0161265, -117.7892785)",Part_I_Violent_Crimes_2014_1400000US06037403321,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2014,0.89485461,"Census Tract 4003.04, Los Angeles County, California",400304,San Dimas,1400000US06037400304,"(34.1050345, -117.7997755)",Part_I_Violent_Crimes_2014_1400000US06037400304,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,4.1950707,"Census Tract 1835.20, Los Angeles County, California",183520,Highland Park,1400000US06037183520,"(34.110558, -118.201548)",Part_I_Violent_Crimes_2015_1400000US06037183520,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0.95719951,"Census Tract 9200.42, Los Angeles County, California",920042,Santa Clarita,1400000US06037920042,"(34.3938205, -118.4701755)",Part_I_Violent_Crimes_2016_1400000US06037920042,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,2.9069767,"Census Tract 4824.01, Los Angeles County, California",482401,Rosemead,1400000US06037482401,"(34.0676445, -118.0862325)",Part_I_Violent_Crimes_2012_1400000US06037482401,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,16.348019,"Census Tract 4034.02, Los Angeles County, California",403402,Walnut,1400000US06037403402,"(34.017293, -117.856107)",Part_I_Property_Crimes_2015_1400000US06037403402,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,2.1892893,"Census Tract 9102.07, Los Angeles County, California",910207,Palmdale,1400000US06037910207,"(34.594402, -118.172876)",Part_I_Violent_Crimes_2014_1400000US06037910207,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,0.49333993,"Census Tract 1375.04, Los Angeles County, California",137504,Woodland Hills,1400000US06037137504,"(34.14705, -118.571596)",Part_I_Violent_Crimes_2015_1400000US06037137504,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,10.791367,"Census Tract 2094.03, Los Angeles County, California",209403,Westlake,1400000US06037209403,"(34.0531325, -118.273845)",Part_I_Property_Crimes_2013_1400000US06037209403,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,18.085438,"Census Tract 5315.02, Los Angeles County, California",531502,East Los Angeles,1400000US06037531502,"(34.0195495, -118.1704775)",Part_I_Property_Crimes_2016_1400000US06037531502,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2016,15.434901,"Census Tract 1212.22, Los Angeles County, California",121222,Sun Valley,1400000US06037121222,"(34.2330185, -118.391909)",Part_I_Property_Crimes_2016_1400000US06037121222,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2013,1.5572281,"Census Tract 4057.01, Los Angeles County, California",405701,Vincent,1400000US06037405701,"(34.0930845, -117.9209895)",Part_I_Violent_Crimes_2013_1400000US06037405701,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,22.083059,"Census Tract 1916.20, Los Angeles County, California",191620,East Hollywood,1400000US06037191620,"(34.0877515, -118.3035155)",Part_I_Property_Crimes_2015_1400000US06037191620,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2016,37.158695,"Census Tract 2403, Los Angeles County, California",240300,Vermont Vista,1400000US06037240300,"(33.9564355, -118.2859575)",Part_I_Property_Crimes_2016_1400000US06037240300,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,17.958694,"Census Tract 2088.02, Los Angeles County, California",208802,Westlake,1400000US06037208802,"(34.061881, -118.2785535)",Part_I_Violent_Crimes_2016_1400000US06037208802,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,6.6225166,"Census Tract 2780.01, Los Angeles County, California",278001,Westchester,1400000US06037278001,"(33.955837, -118.4023185)",Part_I_Violent_Crimes_2016_1400000US06037278001,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,2.4363234,"Census Tract 5024.01, Los Angeles County, California",502401,Pico Rivera,1400000US06037502401,"(33.9762075, -118.0967975)",Part_I_Violent_Crimes_2012_1400000US06037502401,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,26.076159,"Census Tract 5538.01, Los Angeles County, California",553801,Paramount,1400000US06037553801,"(33.892694, -118.16875)",Part_I_Property_Crimes_2016_1400000US06037553801,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,16.744486,"Census Tract 2327, Los Angeles County, California",232700,Vermont-Slauson,1400000US06037232700,"(33.992427, -118.285947)",Part_I_Violent_Crimes_2015_1400000US06037232700,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,15.69067,"Census Tract 1942, Los Angeles County, California",194200,Hollywood Hills West,1400000US06037194200,"(34.1037495, -118.3746145)",Part_I_Property_Crimes_2014_1400000US06037194200,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2013,3.6999664,"Census Tract 5436.04, Los Angeles County, California",543604,Carson,1400000US06037543604,"(33.8083, -118.282031)",Part_I_Violent_Crimes_2013_1400000US06037543604,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,14.336918,"Census Tract 1201.04, Los Angeles County, California",120104,Panorama City,1400000US06037120104,"(34.224796, -118.4484845)",Part_I_Violent_Crimes_2012_1400000US06037120104,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.50012505,"Census Tract 1897.01, Los Angeles County, California",189701,Hollywood Hills,1400000US06037189701,"(34.129416, -118.3366605)",Part_I_Violent_Crimes_2012_1400000US06037189701,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,4.449388,"Census Tract 9303.01, Los Angeles County, California",930301,Angeles Crest,1400000US06037930301,"(34.2947535, -117.913563)",Part_I_Violent_Crimes_2014_1400000US06037930301,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,,"Census Tract 9800.22, Los Angeles County, California",980022,Granada Hills,1400000US06037980022,"(34.3001055, -118.485019)",Part_I_Violent_Crimes_2016_1400000US06037980022,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,1.5271062,"Census Tract 2976.02, Los Angeles County, California",297602,San Pedro,1400000US06037297602,"(33.7162305, -118.2903905)",Part_I_Violent_Crimes_2016_1400000US06037297602,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2015,16.098484,"Census Tract 1278.05, Los Angeles County, California",127805,Van Nuys,1400000US06037127805,"(34.192108, -118.457452)",Part_I_Property_Crimes_2015_1400000US06037127805,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2013,5.5154858,"Census Tract 2913, Los Angeles County, California",291300,Gardena,1400000US06037291300,"(33.8659415, -118.295352)",Part_I_Violent_Crimes_2013_1400000US06037291300,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,16.345449,"Census Tract 5541.01, Los Angeles County, California",554101,Bellflower,1400000US06037554101,"(33.8926795, -118.123279)",Part_I_Property_Crimes_2014_1400000US06037554101,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,3.5273368,"Census Tract 9012.13, Los Angeles County, California",901213,Leona Valley,1400000US06037901213,"(34.6249465, -118.305774)",Part_I_Property_Crimes_2013_1400000US06037901213,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,5.2173915,"Census Tract 1132.35, Los Angeles County, California",113235,Chatsworth,1400000US06037113235,"(34.2373915, -118.6488335)",Part_I_Property_Crimes_2015_1400000US06037113235,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,109.78044,"Census Tract 2260.02, Los Angeles County, California",226002,Downtown,1400000US06037226002,"(34.033429, -118.249304)",Part_I_Violent_Crimes_2014_1400000US06037226002,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,26.88172,"Census Tract 5354, Los Angeles County, California",535400,Florence-Firestone,1400000US06037535400,"(33.9537225, -118.2359285)",Part_I_Property_Crimes_2013_1400000US06037535400,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,9.184845,"Census Tract 1193.42, Los Angeles County, California",119342,Panorama City,1400000US06037119342,"(34.240834, -118.4468745)",Part_I_Property_Crimes_2014_1400000US06037119342,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,6.3823614,"Census Tract 4069.02, Los Angeles County, California",406902,West Puente Valley,1400000US06037406902,"(34.056693, -117.964561)",Part_I_Property_Crimes_2013_1400000US06037406902,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2013,3.9771745,"Census Tract 1043.20, Los Angeles County, California",104320,Pacoima,1400000US06037104320,"(34.27316, -118.4202235)",Part_I_Violent_Crimes_2013_1400000US06037104320,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,44.379486,"Census Tract 9007.03, Los Angeles County, California",900703,Lancaster,1400000US06037900703,"(34.682113, -118.156743)",Part_I_Property_Crimes_2012_1400000US06037900703,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2012,21.567436,"Census Tract 2114.20, Los Angeles County, California",211420,Koreatown,1400000US06037211420,"(34.072636, -118.302937)",Part_I_Property_Crimes_2012_1400000US06037211420,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,1.5673981,"Census Tract 5439.03, Los Angeles County, California",543903,Carson,1400000US06037543903,"(33.8318165, -118.2525685)",Part_I_Violent_Crimes_2014_1400000US06037543903,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,20.020311,"Census Tract 6701, Los Angeles County, California",670100,Rolling Hills Estates,1400000US06037670100,"(33.7824185, -118.318576)",Part_I_Property_Crimes_2016_1400000US06037670100,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,2.4177949,"Census Tract 9010.07, Los Angeles County, California",901007,Lancaster,1400000US06037901007,"(34.652975, -118.1834535)",Part_I_Violent_Crimes_2015_1400000US06037901007,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2013,1.1693627,"Census Tract 1396, Los Angeles County, California",139600,Encino,1400000US06037139600,"(34.1632385, -118.509831)",Part_I_Violent_Crimes_2013_1400000US06037139600,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,10,"Census Tract 1132.31, Los Angeles County, California",113231,Chatsworth Reservoir,1400000US06037113231,"(34.2282065, -118.645614)",Part_I_Property_Crimes_2012_1400000US06037113231,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,17.567207,"Census Tract 1345.22, Los Angeles County, California",134522,Canoga Park,1400000US06037134522,"(34.2046535, -118.6016945)",Part_I_Property_Crimes_2016_1400000US06037134522,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2015,74.007866,"Census Tract 2734.02, Los Angeles County, California",273402,Venice,1400000US06037273402,"(33.99279828, -118.4770569)",Part_I_Property_Crimes_2015_1400000US06037273402,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,1.1909488,"Census Tract 4033.04, Los Angeles County, California",403304,Rowland Heights,1400000US06037403304,"(33.9873385, -117.8558965)",Part_I_Violent_Crimes_2016_1400000US06037403304,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,12.895662,"Census Tract 2095.20, Los Angeles County, California",209520,Pico-Union,1400000US06037209520,"(34.050539, -118.2769545)",Part_I_Violent_Crimes_2015_1400000US06037209520,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2012,67.90992,"Census Tract 1351.13, Los Angeles County, California",135113,Woodland Hills,1400000US06037135113,"(34.181024, -118.6059875)",Part_I_Property_Crimes_2012_1400000US06037135113,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,8.2426643,"Census Tract 2198, Los Angeles County, California",219800,West Adams,1400000US06037219800,"(34.0298385, -118.354579)",Part_I_Violent_Crimes_2013_1400000US06037219800,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,9.7309675,"Census Tract 2037.10, Los Angeles County, California",203710,Boyle Heights,1400000US06037203710,"(34.04985, -118.2009955)",Part_I_Property_Crimes_2016_1400000US06037203710,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,23.607428,"Census Tract 4337, Los Angeles County, California",433700,South El Monte,1400000US06037433700,"(34.045791, -118.058566)",Part_I_Property_Crimes_2013_1400000US06037433700,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,50.674564,"Census Tract 2395.02, Los Angeles County, California",239502,Florence,1400000US06037239502,"(33.9693555, -118.262964)",Part_I_Property_Crimes_2012_1400000US06037239502,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,20.278099,"Census Tract 2627.04, Los Angeles County, California",262704,Pacific Palisades,1400000US06037262704,"(34.0424942, -118.5425851)",Part_I_Property_Crimes_2014_1400000US06037262704,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,12.765958,"Census Tract 9107.14, Los Angeles County, California",910714,Palmdale,1400000US06037910714,"(34.561705, -118.03843)",Part_I_Property_Crimes_2016_1400000US06037910714,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,17.121243,"Census Tract 2314, Los Angeles County, California",231400,Exposition Park,1400000US06037231400,"(34.014552, -118.312994)",Part_I_Property_Crimes_2014_1400000US06037231400,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,14.875666,"Census Tract 2287.20, Los Angeles County, California",228720,Central-Alameda,1400000US06037228720,"(33.9993695, -118.2499415)",Part_I_Violent_Crimes_2016_1400000US06037228720,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2013,4.5357523,"Census Tract 1241.02, Los Angeles County, California",124102,North Hollywood,1400000US06037124102,"(34.175783, -118.383398)",Part_I_Violent_Crimes_2013_1400000US06037124102,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,48.404842,"Census Tract 1200.30, Los Angeles County, California",120030,Panorama City,1400000US06037120030,"(34.2149315, -118.451986)",Part_I_Property_Crimes_2014_1400000US06037120030,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,14.952308,"Census Tract 5348.04, Los Angeles County, California",534804,Walnut Park,1400000US06037534804,"(33.963155, -118.226586)",Part_I_Property_Crimes_2016_1400000US06037534804,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,8.3535433,"Census Tract 1340.02, Los Angeles County, California",134002,Winnetka,1400000US06037134002,"(34.2017175, -118.584817)",Part_I_Property_Crimes_2013_1400000US06037134002,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2013,15.19806,"Census Tract 2932.02, Los Angeles County, California",293202,Harbor Gateway,1400000US06037293202,"(33.8194175, -118.303755)",Part_I_Property_Crimes_2013_1400000US06037293202,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,19.639067,"Census Tract 2404.02, Los Angeles County, California",240402,Vermont Vista,1400000US06037240402,"(33.9445585, -118.285496)",Part_I_Violent_Crimes_2015_1400000US06037240402,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,2.4516242,"Census Tract 2653.01, Los Angeles County, California",265301,Westwood,1400000US06037265301,"(34.0709425, -118.4463495)",Part_I_Property_Crimes_2014_1400000US06037265301,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,15.81596,"Census Tract 2214.02, Los Angeles County, California",221402,Harvard Heights,1400000US06037221402,"(34.038279, -118.308985)",Part_I_Property_Crimes_2014_1400000US06037221402,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,26.874117,"Census Tract 2737, Los Angeles County, California",273700,Venice,1400000US06037273700,"(33.99869, -118.452731)",Part_I_Property_Crimes_2016_1400000US06037273700,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,4.093328,"Census Tract 4301.02, Los Angeles County, California",430102,Duarte,1400000US06037430102,"(34.126938, -117.978573)",Part_I_Violent_Crimes_2016_1400000US06037430102,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,24.926353,"Census Tract 1895, Los Angeles County, California",189500,Hollywood Hills,1400000US06037189500,"(34.109247, -118.3218185)",Part_I_Property_Crimes_2012_1400000US06037189500,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,1.1238481,"Census Tract 2717.02, Los Angeles County, California",271702,Palms,1400000US06037271702,"(34.025252, -118.426283)",Part_I_Violent_Crimes_2013_1400000US06037271702,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,3.1601124,"Census Tract 2676, Los Angeles County, California",267600,Sawtelle,1400000US06037267600,"(34.034536, -118.4525605)",Part_I_Violent_Crimes_2012_1400000US06037267600,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,11.515863,"Census Tract 5309.02, Los Angeles County, California",530902,East Los Angeles,1400000US06037530902,"(34.0457515, -118.181252)",Part_I_Property_Crimes_2015_1400000US06037530902,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.27188689,"Census Tract 2625.01, Los Angeles County, California",262501,Pacific Palisades,1400000US06037262501,"(34.049658, -118.5202905)",Part_I_Violent_Crimes_2012_1400000US06037262501,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,20.661158,"Census Tract 2267, Los Angeles County, California",226700,Historic South-Central,1400000US06037226700,"(34.017615, -118.2623795)",Part_I_Property_Crimes_2016_1400000US06037226700,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,37.463978,"Census Tract 5039.02, Los Angeles County, California",503902,La Mirada,1400000US06037503902,"(33.887924, -118.015935)",Part_I_Property_Crimes_2012_1400000US06037503902,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0,"Census Tract 9010.03, Los Angeles County, California",901003,Lancaster,1400000US06037901003,"(34.69674, -118.227897)",Part_I_Violent_Crimes_2012_1400000US06037901003,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,0,"Census Tract 9010.03, Los Angeles County, California",901003,Lancaster,1400000US06037901003,"(34.69674, -118.227897)",Part_I_Violent_Crimes_2014_1400000US06037901003,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,0,"Census Tract 9010.03, Los Angeles County, California",901003,Lancaster,1400000US06037901003,"(34.69674, -118.227897)",Part_I_Violent_Crimes_2015_1400000US06037901003,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,0.36900368,"Census Tract 6702.02, Los Angeles County, California",670202,Rolling Hills Estates,1400000US06037670202,"(33.786898, -118.3573095)",Part_I_Violent_Crimes_2015_1400000US06037670202,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,11.853448,"Census Tract 1094, Los Angeles County, California",109400,Mission Hills,1400000US06037109400,"(34.269881, -118.4552825)",Part_I_Property_Crimes_2013_1400000US06037109400,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2013,42.286873,"Census Tract 1349.01, Los Angeles County, California",134901,Tarzana,1400000US06037134901,"(34.1859945, -118.562223)",Part_I_Property_Crimes_2013_1400000US06037134901,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2014,5.4812541,"Census Tract 2086.20, Los Angeles County, California",208620,Westlake,1400000US06037208620,"(34.069656, -118.2780295)",Part_I_Violent_Crimes_2014_1400000US06037208620,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,25.650558,"Census Tract 1439.02, Los Angeles County, California",143902,Sherman Oaks,1400000US06037143902,"(34.1378715, -118.418298)",Part_I_Property_Crimes_2012_1400000US06037143902,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,5.1921082,"Census Tract 4313, Los Angeles County, California",431300,Mayflower Village,1400000US06037431300,"(34.1248395, -118.007363)",Part_I_Property_Crimes_2014_1400000US06037431300,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,22.426096,"Census Tract 2349.01, Los Angeles County, California",234901,Hyde Park,1400000US06037234901,"(33.981784, -118.328655)",Part_I_Property_Crimes_2014_1400000US06037234901,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.59665871,"Census Tract 4033.04, Los Angeles County, California",403304,Rowland Heights,1400000US06037403304,"(33.9873385, -117.8558965)",Part_I_Violent_Crimes_2012_1400000US06037403304,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2012,17.936054,"Census Tract 2752, Los Angeles County, California",275200,Del Rey,1400000US06037275200,"(33.9953035, -118.4216305)",Part_I_Property_Crimes_2012_1400000US06037275200,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,11.411665,"Census Tract 2317.20, Los Angeles County, California",231720,Vermont Square,1400000US06037231720,"(34.007429, -118.2840635)",Part_I_Violent_Crimes_2012_1400000US06037231720,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,1.637392,"Census Tract 6701, Los Angeles County, California",670100,Rolling Hills Estates,1400000US06037670100,"(33.7824185, -118.318576)",Part_I_Violent_Crimes_2013_1400000US06037670100,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,14.23811,"Census Tract 2675.01, Los Angeles County, California",267501,Sawtelle,1400000US06037267501,"(34.041347, -118.456076)",Part_I_Property_Crimes_2015_1400000US06037267501,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,5.2140503,"Census Tract 1201.07, Los Angeles County, California",120107,Panorama City,1400000US06037120107,"(34.2264195, -118.4566575)",Part_I_Property_Crimes_2014_1400000US06037120107,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,11.89387,"Census Tract 2015.04, Los Angeles County, California",201504,El Sereno,1400000US06037201504,"(34.0810995, -118.1730255)",Part_I_Property_Crimes_2012_1400000US06037201504,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2012,8.6321383,"Census Tract 9203.03, Los Angeles County, California",920303,Unincorporated Santa Susana Mountains,1400000US06037920303,"(34.315107, -118.605768)",Part_I_Property_Crimes_2012_1400000US06037920303,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2016,6.1844583,"Census Tract 1437, Los Angeles County, California",143700,Hollywood Hills,1400000US06037143700,"(34.128096, -118.358231)",Part_I_Violent_Crimes_2016_1400000US06037143700,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,20.426092,"Census Tract 2294.20, Los Angeles County, California",229420,South Park,1400000US06037229420,"(33.9925325, -118.2608205)",Part_I_Property_Crimes_2013_1400000US06037229420,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,25.109171,"Census Tract 2410.01, Los Angeles County, California",241001,Green Meadows,1400000US06037241001,"(33.929254, -118.2671865)",Part_I_Property_Crimes_2016_1400000US06037241001,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,13.938053,"Census Tract 5305, Los Angeles County, California",530500,East Los Angeles,1400000US06037530500,"(34.038762, -118.165861)",Part_I_Property_Crimes_2014_1400000US06037530500,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,5.7413878,"Census Tract 1895, Los Angeles County, California",189500,Hollywood Hills,1400000US06037189500,"(34.109247, -118.3218185)",Part_I_Violent_Crimes_2015_1400000US06037189500,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,25.958466,"Census Tract 2075.02, Los Angeles County, California",207502,Downtown,1400000US06037207502,"(34.0524315, -118.253282)",Part_I_Violent_Crimes_2015_1400000US06037207502,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,14.42169,"Census Tract 4813, Los Angeles County, California",481300,Rosemead,1400000US06037481300,"(34.0764075, -118.082131)",Part_I_Property_Crimes_2014_1400000US06037481300,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,0.21872266,"Census Tract 4801.02, Los Angeles County, California",480102,East San Gabriel,1400000US06037480102,"(34.108457, -118.0841215)",Part_I_Violent_Crimes_2015_1400000US06037480102,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,16.897081,"Census Tract 2712, Los Angeles County, California",271200,Sawtelle,1400000US06037271200,"(34.031579, -118.4431825)",Part_I_Property_Crimes_2013_1400000US06037271200,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2014,7.5589972,"Census Tract 1915, Los Angeles County, California",191500,East Hollywood,1400000US06037191500,"(34.0872185, -118.296096)",Part_I_Violent_Crimes_2014_1400000US06037191500,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,27.582041,"Census Tract 2392.02, Los Angeles County, California",239202,Florence,1400000US06037239202,"(33.985588, -118.265182)",Part_I_Property_Crimes_2013_1400000US06037239202,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,17.270329,"Census Tract 1278.03, Los Angeles County, California",127803,Van Nuys,1400000US06037127803,"(34.197557, -118.4530895)",Part_I_Property_Crimes_2016_1400000US06037127803,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,5.1490517,"Census Tract 2652.02, Los Angeles County, California",265202,Westwood,1400000US06037265202,"(34.0617355, -118.4410225)",Part_I_Violent_Crimes_2016_1400000US06037265202,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2015,12.193166,"Census Tract 9200.43, Los Angeles County, California",920043,Santa Clarita,1400000US06037920043,"(34.39599, -118.4534165)",Part_I_Property_Crimes_2015_1400000US06037920043,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,2.2701476,"Census Tract 4086.30, Los Angeles County, California",408630,Hacienda Heights,1400000US06037408630,"(34.006434, -117.9562915)",Part_I_Violent_Crimes_2016_1400000US06037408630,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.13460761,"Census Tract 8001.02, Los Angeles County, California",800102,Topanga,1400000US06037800102,"(34.105487, -118.6313095)",Part_I_Violent_Crimes_2012_1400000US06037800102,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,18.134714,"Census Tract 1959.03, Los Angeles County, California",195903,Silver Lake,1400000US06037195903,"(34.080591, -118.2818)",Part_I_Property_Crimes_2015_1400000US06037195903,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,7.7164216,"Census Tract 1342.01, Los Angeles County, California",134201,Canoga Park,1400000US06037134201,"(34.2141235, -118.59024)",Part_I_Violent_Crimes_2016_1400000US06037134201,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,3.2909172,"Census Tract 4086.26, Los Angeles County, California",408626,Rowland Heights,1400000US06037408626,"(33.984523, -117.919022)",Part_I_Violent_Crimes_2016_1400000US06037408626,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,2.3898034,"Census Tract 5709.02, Los Angeles County, California",570902,Lakewood,1400000US06037570902,"(33.8536735, -118.120748)",Part_I_Violent_Crimes_2012_1400000US06037570902,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,5.2298374,"Census Tract 1175.20, Los Angeles County, California",117520,North Hills,1400000US06037117520,"(34.230017, -118.4631875)",Part_I_Violent_Crimes_2013_1400000US06037117520,01/01/2013
